,group,overall_score_100_count,overall_score_100_mean,overall_score_100_std,overall_score_100_var,overall_score_100_min,overall_score_100_max,overall_score_100_median,general_score_100_count,general_score_100_mean,general_score_100_std,general_score_100_var,general_score_100_min,general_score_100_max,general_score_100_median,proposed_research_score_100_count,proposed_research_score_100_mean,proposed_research_score_100_std,proposed_research_score_100_var,proposed_research_score_100_min,proposed_research_score_100_max,proposed_research_score_100_median,training_development_score_100_count,training_development_score_100_mean,training_development_score_100_std,training_development_score_100_var,training_development_score_100_min,training_development_score_100_max,training_development_score_100_median,sites_support_score_100_count,sites_support_score_100_mean,sites_support_score_100_std,sites_support_score_100_var,sites_support_score_100_min,sites_support_score_100_max,sites_support_score_100_median,wpcc_score_100_count,wpcc_score_100_mean,wpcc_score_100_std,wpcc_score_100_var,wpcc_score_100_min,wpcc_score_100_max,wpcc_score_100_median,application_form_score_100_count,application_form_score_100_mean,application_form_score_100_std,application_form_score_100_var,application_form_score_100_min,application_form_score_100_max,application_form_score_100_median
0,group_a,5,69.76,21.503906621821073,462.41800000000023,42.5,85.6,84.9,5,77.26,27.19260929002585,739.4380000000001,30.0,96.0,83.0,5,69.58,23.555508909807067,554.8620000000001,31.2,90.0,77.5,5,53.339999999999996,48.767027795427516,2378.223,0.0,93.3,86.7,5,71.72,25.877248694557927,669.632,26.2,86.2,85.0,5,67.32000000000001,22.42926659523222,503.07200000000006,33.3,93.3,70.0,5,79.32000000000001,5.984312826047786,35.81200000000004,73.3,86.7,80.0
1,group_b,5,73.52000000000001,36.773455100112635,1352.2869999999998,7.8,92.6,88.9,5,75.6,42.4358339142758,1800.8,0.0,100.0,92.0,5,76.17999999999999,42.65087337909976,1819.0970000000002,0.0,97.5,93.8,5,68.66,38.67787481235235,1495.978,0.0,93.3,85.0,5,74.26,42.04150330328353,1767.4879999999996,0.0,100.0,87.5,5,70.22,39.543166286983144,1563.662,0.0,92.2,87.8,5,76.22,16.96178056690983,287.702,46.7,89.4,80.0
